"tipo_Plan","entidad_promotora","conjunto","modalidad_captura","especies_objetivo","zona_Trabajo","dias_maximos","epoca_Trabajo","puntos_control","zonas_trabajo_detallada","ide_plan_explotación"
"BESP","C.P. Redondela","F","A pé;","CTS, CTG, CLJ, VNA, COC, PEE, DSX, RAE,","Zona intermareal dende a Caseta do Ceboleiro ata a praia de Arealonga, (incluída)","160","De xaneiro a decembro,","Sobreiro, O Regato, Punta do Cabo, praia de Cesantes, lonxa de Cesantes, A Portela, Portocedeira, Rande, Arealonga","BANCOS PRINCIPAIS: (GAL 11/05) Portocedeira (VI-131),; A Portela: A Portela I (da IME cara ao mar) (VI-132), A Portela II (da IME cara a terra) VI-133), A Rebouza (VI-453),; A Barra: (VI-134),: A Telleira, Peirao (ou varadoiro) (VI-134-I), Das pedras Redondas caro o mar e cara as escolleras (VI-134-II), Das pedras debaixo da de Culo cara o mar e cara as escolleras (VI-134-II), Entrerríos (VI-134-III),; Cesantes: dende a lonxa ata a rampla de Loureiro (metade do banco) (VI-166), dende a rampla de Loureiro ata o antigo porto deportivo (que separaba este banco do de A Punta do Cabo) (VI-135),; A Punta do Cabo: (VI-136), (antigo porto deportivo, caseta de A Virxe,); -BANCOS SECUNDARIOS: (GAL 11/05) O Regato (VI-163), Rande (sur) (VI-165), Illa de San Simón (VI-173), Sobreiro-Soutoxusto (VI-164), Cobreiro (VI-185),; (GAL 11/04) Arealonga (VI-161), Cabanas (VI-162),;","2019093"
"BESP","C.P. Vigo","F","A pé;","CTG, CTS, CLJ, VNA, COC, ULO, LPZ, PEE,","Zona intermareal entre o puntal da Serra e praia de Arealonga, (excluída)","160, LPZ, PEE,:40","Moluscos: xaneiro a decembro, cunha veda de dous meses consecutivos e rotación de bancos; LPZ, PEE,: xaneiro, de abril a decembro, cunha veda para LPZ, en outubro e novembro, e para PEE, en febreiro e marzo,","Toralla, Areiña (A Guía), Bouzas, lonxa de Vigo, lonxa de Canido,","-Moluscos bivalvos (GAL 11/04): Areiña (VI-139), Serral (VI-064), Canido (VI-178), Toralla (VI-065), Bouzas (VI-066), Etea (VI-183), Vulcano (VI-184), Sobreira (VI-028), O Mende (VI-141),; -Moluscos gasterópodos: illa de Toralla (VI-554), cabo Estai-I (VI-555-I), cabo Estai-II (VI-555-II),;","2019094"
"BESP","C.P. Vilaboa","F","A pé;","CTS, CTG, CLJ, COC,","Zona intermareal dende punta Travesada ata Punta Cabalo,","145","De xaneiro a decembro,","Punta Cabalo, Lonxa de Santa Cristina, Claudio, Ostral, San Adrián, punta de San Adrián, punta de Travesada,","-Calera (dende punta Travesada ata punta Santo Adrán) (VI-144),; -San Adrián (Dende punta Santo Adrián ata o río de Río Maior): Santo Adrián (VI-200), punta Santo Adrián (VI-201),; -Rio Maior (dende o río de Río Maior ata o peirao de Santa Cristina): Río Maior (VI-238), parques (zonas acotadas adicadas ao semicultivo e explotación),; -Deilán (dende o peirao de Santa Cristina ata punta Pereiró): Deilán (VI-140), Pedra da Oliveira (VI-561),; -Cabalo (dende punta Pereiró ata punta Cabalo): Cabalo a pé (VI-150),; LIC- Enseada de San Simón;","2019095"
"BESP","C.P. Vilanova","F","Embarcación;","CTG, CTS, CLJ, VNA, VNR, COC, VEV, DSX,","Dique do Terrón, boia columna eléctrica, columna ponte, boia Lañeiras de Fóra, espicho rego do Alcalde,","130","Xaneiro, de abril a setembro, decembro,","Lombo das Carballas,","As Carballas (AR-001), As Negrenlas (AR-008), Praia Nova (AR-289),","2019096"
"BESP","C.P. Vilaxoán","F","Embarcación;","CTG, CTS, CLJ, VNA, COC, DSX,","Zona sublitoral entre a liña que une o regato Aduana ao illote Gorma, punta Borreiros; de punta Borreiros ao peirao de Vilaxoán, de punta Castelete á punta Ferrazo,","160","De xaneiro a decembro,","Embarcación nas escaleiras fronte á fachada principal da lonxa de Vilaxoán,","Corón (AR-029), Borreiros (AR-028), Rial (AR-030), Saíñas (AR-031), Preguntoiro (AR-032), Canelas (AR-033), Castelete (AR-034),","2019097"
"DPER","A.M. San Cosme de Barreiros-Foz","F","A pé;","PCB,","De punta Promontorio a punta Nois,","20","Marzo, xuño, xullo, agosto, decembro,","Saída de punta Promontorio, praia de Rapadoira,","*","2019098"
"DPER","C.P. Burela","F","Embarcación;","PCB,","Ambito territorial da C.P. Burela, (de punta Rueta a punta Nois,)","50","De maio a decembro,","Aparcamento de cabo Burela, aparcamento da praia de Ril, aparcamento da praia de Marosa, punta do Castro, lonxa de Burela,","De punta Rueta (CL-131), punta Nois (CL-135),","2019099"
"DPER","C.P. Celeiro","F","Embarcación;","PCB,","Da ermida de San Tirso a punta Cabalo, incluíndo os illotes Os Netos, illa Gabeira,","70","Abril, de xuño a setembro, decembro,","Lonxa de Celeiro, peirao de Portocelo,","De Ermita de San Tirso a Praia Reboeira (CL-127), De Praia Reboeira a Praia de Esteiro e Os Netos (CL-128), De Praia de Esteiro a Punta do Cabalo e Illa Gabeira (CL-129),","2019100"
"DPER","C.P. O Vicedo","F","Embarcación;","PCB,","Desde a marxe esquera do río Escourido á marxe dereita do río Sor, illa Coelleira,","80","De abril a setembro, decembro,","Lonxa do Vicedo,","Dende a marxe esquerda do río Escourido á marxe dereita do río Sor (CL-124), (CL-125), (Punta Embarcadoiro a punta Congreira, Extremo norte praia da Abrela a punta Embarcadoiro, Illa Coelleira e As Laxes,);","2019101"
"DPER","C.P. Ribadeo","F","A pé;","PCB,","De punta Promontoiro ás Carallas,","80","De marzo a outubro, decembro,","Punta Corbeira, A Insua, Os Galliños, O Cerredo,","Zona 1 (de punta Promontoiro ata punta Corbeira) (CL-137),; Zona 2 (de punta Corbeira ata As Carrallas (agás as zonas 3 e 4)) (CL-138),; Zona 3 (de punta Placeos ata Barbeitos, Illa Pancha, Can do Faro, Insua, Martiñas, A Tabla, Mourón e Corbeira) (CL-139),; Zona 4 (dende o porto de Rinlo ata punta Placeos) (CL-140),;","2019102"
"DPER","C.P. San Cibrao","F","A pé; Embarcación;","PCB,","De ermida de San Tirso a punta Rueta, (incluíndo as Illas de Cal, Ansarón, Farallóns,)","100","De febreiro a abril, xuño a decembro,","Portos de Morás, Portocelo, antiga lonxa de San Cibrao,","Zona 1 (de Ermita de San Tirso a Cabo Morás,) (CL-130),; Zona 2 (de Cabo Morá a Punta Rueta,) (CL-131),; Zona 3 (Illa de Cal,); Zona 4 (Illa de Ansarón,); Zona 5 (Illas dos Farallóns,) (CL-134),;","2019103"
"DPER","C.P. A Coruña, C.P. Mera, C.P. Lorbé, C.P. Sada, C.P. Ares, (plan conxunto)","T","A pé; Embarcación;","PCB,","Ambito territorial das C.P. A Coruña, C.P. Mera, C.P. Lorbé, C.P. Sada, C.P. Ares,","144","De xaneiro a decembro,","Porto de Suevos, Casa dos Peixes, dársena de Oza, darsena de San Amaro,","Zona A. Suevos (da praia de Sabón ata praia de Bens,) (CF-023),; Zona B. Portiño (da praia de Bens ata punta Liseiro,) (CF-024),; Zona C. Torre (de punta Liseiro ata dique de abrigo,) (CF-025),; Zona D. Mera (da praia de Bastiagueiro ata porto de Sada,) (CF-026),; Zona E. Ares (do porto de Ares ata punta Segaño,) (CF-027),;","2019104"
"DPER","C.P. Aguiño","F","A pé; Embarcación;","PCB,","Desde punta Castro ata a desembocadura do río Sieira, illas e illotes adxacentes,","180","De xaneiro a decembro,","Lanchas de vixilancia, Zonas de traballo, Peirao de Aguiño, Peirao de Couso, faro de Corrubedo, Balieiros, Furnas,","-Zona norte (de punta Falcoeiro ata río Sieira): zona 2 (de punta Falcoeiro a punta Corrubedo), (AR-237-II), (AR-239), (AR-241-I), (AR-241-II), (AR-252), (AR-243), (AR-242), (AR-237-I), (AR-238), (AR-244), (AR-245), (AR-246), (AR-247), (AR-248), (AR-249), (AR-225), (AR-250), (AR-251),; zona 3 (de punta Corrubedo ata río Sieira, incluíndo os baixos das Basoñas), (AR-228), (AR-229), (AR-227), (AR-226-I), (AR-226-II), (AR-234), (AR-236),; -Zona sur (Sálvora): dende O Carreiro (AR-224), a punta Falcoeiro, illas de Sálvora (AR-301), (AR-219), Sagres (AR-223), Vionta (AR-222), Noro (AR-299), Gaboteira, Herbosa e illotes que a rodean (AR-220), (AR-221), (AR-300),;","2019105"
"DPER","C.P. Caión","F","A pé; Embarcación;","PCB,","De punta Alba a Pedra do Sal,","160","De xaneiro a decembro,","Lonxa de Caión, A Cercada, campo de futbol, A Guieira,","-Zona A (de Pedra do Sal ata o curro entre A Piolla e punta Saldoira,): Subzona A1 (de Pedra do Sal ata portiño de Leira) (CF-036-I), Subzona A2 (de portiño de Leira ata o curro entre A Piolla e punta Saldoira) (CF-036-II),; -Zona B (do curro entre A Piolla e punta Saldoira ata o porto de Zorrizo,): Subzona B1 (do curro entre A Piolla e punta Saldoira ata porto de Caión) (CF-037-I), Subzona B2 (do porto de Caión ata o porto de Zorrizo) (CF-037-II),; -Zona C (do porto de Zorrizo ata punta Alba) (CF-039),;","2019106"
"DPER","C.P. Camariñas","F","Embarcación;","PCB,","De punta Gallada a punta Villueira,","160","De xaneiro a decembro,","Arnela, lonxa de Camariñas,","De punta Gallada ata punta Villueira (CM-096),","2019107"
"DPER","C.P. Camelle","F","Embarcación;","PCB,","De punta Morelo a punta Gallada, incluíndo illas e illotes fronte á costa,","150","De xaneiro a decembro,","Porto de Ríos, cemiterio dos ingleses, canle de Cabanas, praia de Lobeiras, porto de Camelle, porto de Arnado,","Zona A (de punta Gallada a sur da praia de Trece) (CM-117),; Zona B (de sur da praia de Trece a canle de Cabanas) (CM-118), Zona C (de canle de Cabanas a peirao de Camelle) (CM-119),; Zona D (de peirao de Camelle a punta Morelo) (CM-120),;","2019108"
"DPER","C.P. Cariño","F","Embarcación;","PCB,","De Pedra Barcelona ata a desembocadura do río Mera,","132","De xaneiro a decembro,","lonxa de Cariño,","Zona A (de punta do Cabo a desembocadura do río Mera) (CL-068), (CL-069),; Zona B (de punta do Cabo a punta do Limo) (CL-070),; Zona C (de punta do Limo a Pedra Barcelona) (CL-071),; Zona D (Aguillóns de cabo Ortegal) (CL-055), (CL-056), (CL-057), (CL-058), CL-059),;","2019109"
"DPER","C.P. Cedeira","F","Embarcación;","PCB,","Do faro da punta da Frouxeira ata Pedra Barcelona,","200","De xaneiro a decembro,","Lonxa de Cedeira,","(CL-187), (CL-189), (CL-190), (CL-191), (CL-192), (CL-193), (CL-194), (CL-195), (CL-196), (CL-197), (CL-198), (CL-199), (CL-200), (CL-201), (CL-202), (CL-203), (CL-204), (CL-205), (CL-206), (CL-207), (CL-208), (CL-209), (CL-210),","2019110"
"DPER","C.P. Corme","F","A pé; Embarcación;","PCB,","Da enseada do río Anllóns á punta Nariga,","160","De xaneiro a decembro,","Zona A: (camiño do Canteiro, praia de Balarés, praia da Ermida,); zona B: (merendeiro, cruce da Atalaia,); zona C: (aldea do Roncudo, mirador do Roncudo,); zona D: (aldea do Roncudo, os Eolos, a Fontenla,); zona E: (praia da Barda, Santa Mariña, punta Nariga,); porto de Corme, praia de Barda para as embarcacións,;","Zona A. Canteiro,: (da Enseada do Anllóns ao porto de Corme) (CM-102),; Zona B. Roncudo,: (do porto de Corme ao Carreiro da Balea) (CM-103), e pedras cercadas; Zona C. Gabriela,: (de Carreiro da Balea a Zorrateira) (CM-104), e pedras cercadas; Zona D. Percebellosa,: (de Zorrateira a Enseada de Grixoa) (CM-105), e pedras cercadas; Zona E. Rosas,: (de Enseada de Grixoa a Punta Nariga) (CM-106), e pedras cercadas;","2019111"
"DPER","C.P. Espasante","F","Embarcación;","PCB,","De illa San Vicente ata punta Billardeira,","172","De xaneiro a abril, de xuño a decembro,","Peirao de Espasante, O Tallo, Cadaval, Furnas,","Dende Illa de San Vicente ata punta Villardeira, (CL-044), (Zonas de Ladrido, Espasante, Céltigos, Loiba, Picón,);","2019112"
"DPER","C.P. Ferrol","F","A pé; Embarcación;","PCB,","De faro de punta Frouxeira ata a Faisca,","173","De xaneiro a decembro,","Lonxa de Ferrol, punta Penencia, punta dos Castros, A Cova, Praia dos Botes-Meirás,","(CF-115), (CF-116), (CF-117), (CF-119), (CF-120), (CF-121), (CF-123), (CF-312), (CF-313), (CF-314),","2019113"
"DPER","C.P. Fisterra","F","A pé; Embarcación;","PCB,","Da praia de Nemiña ata cabo Fisterra, illas Lobeiras, Carrumeiros,","A pé: 160,; Embarcación: 180,;","De xaneiro a decembro,","A pé: Zona A: cabo Fisterra,; zona B: alto da Nave,; zona C: praia da Arnela,; Embarcación: pantalán do peirao de Fisterra,;","Zona A. (De Cabo Fisterra a Praia de Mar de Fóra, Centolo e illotes adxacentes) (CM-084),; Zona B. (De Praia de Mar de Fóra a Punta Longa) (CM-085),; Zona C (De Punta Longa a Praia de Nemiña) (CM-086),; Zona D (Illas Lobeiras e Carromeiros) (CM-087), (CM-088), (CM-089), (CM-090), (CM-091),;","2019114"
"DPER","C.P. Laxe","F","A pé; Embarcación;","PCB,","De punta Morelo a punta Padrón,","90","De xaneiro a abril, de xullo a outubro, decembro,","Zona de extracción, rampa do porto de Laxe, lonxa de Laxe,","Zona A. (Dende praia de Laxe a punta Padrón) (CM-108), e pedras cercadas; Zona. (Dende praia de Laxe a punta Morelo) (CM-109), e pedras cercadas;","2019115"
"DPER","C.P. Lira","F","A pé;","PCB,","De punta Insua ata a desembocadura do río Larada,","40","De xaneiro a decembro,","Lonxa de Lira,","Zona B. (de Maceiras (S da praia de Carnota) á esquina do campo de fútbol) (CM-022),; Zona C. (da esquina do campo de fútbol a O Curro) (CM-023),; Zona D. (de O Curro ata punta Raposeiros (Lombo da Campa)) (CM-024), (Dende Raposeiros ata punta Insua) (CM-025),;","2019116"
"DPER","C.P. Lira","F","Embarcación;","PCB,","De punta Insua ata a desembocadura do río Larada,","82","De xaneiro a decembro,","Lonxa de Lira,","-Zona E. (Miñarzos, Seixo, Liboreiro, Petón de Cabalar, Pedra de Ardeleiro, punta de Prouso Rubio, Laxiñas da Illa, As Roncadoras e Seixiño da Cruz (CM-007), (CM-008), (CM-009), (CM-010), (CM-011), (CM-012), (CM-013), (CM-250), (CM-251), (CM-252), (CM-253),; -Zona F. (Coca, Corveiro, Corniños, Pedra Pas, Laxa Mar de Lira, A Marsiosa, Mexilloeira, Illa dos Carreiros, As Laxiñas,) (CM-014), (CM-015), (CM-016), (CM-017), (CM-018), (CM-019), (CM-020), (CM-021), (CM-254),; -Zona G. (Forcados, Petóns dos Forcados, Illa de Anguieiro,) (CM-004), (CM-005), (CM-006),; A Insua (CM-011), Ucha da Arca (CM-012),;","2019117"
"DPER","C.P. Malpica","F","A pé; Embarcación;","PCB,","De punta Nariga a Pedra do Sal, incluíndo Illas Sisargas, baixos de Baldaio, demais illas e illotes fronte á costa en tres millas,","170","De xaneiro a decembro,","Lancha de vixilancia, porto de Barizo, lonxa de Malpica,","-Zona 1. (dende punta Nariga ata praia de Seaia, incluíndo as pedras cercadas fronte á costa (CM-245), (CM-246-I),: (dende punta Nariga ata praia do porto de Barizo, incluíndo as pedras cercadas fronte á costa (CM-245),); (dende a praia do porto de Barizo ata a praia de Seaia, incluíndo as pedras cercadas fronte á costa (CM-246-I),); -Zona 2. (dende a praia de Seaia ata pedra do Sal, incluíndo as pedras cercadas fronte á costa (CM-246-II), (CM-247),: (dende a praia de Seaia ata a Atalaia, incluíndo as pedras cercadas fronte á costa (CM-246-II),); (dende o dique de abrigo do porto de Malpica ata pedra do Sal, incluíndo as pedras cercadas fronte á costa (CM-247),); -Zona 3. Illas Sisargas (CM-248), (-Zona de inverno: (Na Sisarga grande: dende o peirao da illa ata pedra D`ouro, o Relleiro, Bolos do Río, A Cobiña, Punta Chanceira, O Farillón, Bolo da Serena, Galera de Terra, Galera do Mar, Charleu,); (Na Malante (illa mediana): Hortas de Varela, O do Corvo, dende Furna do Carburo hasta Esteirón, (Furna da Sistela, As Marías,); (Toda a Sisarga pequena,);); (Zona de verán: (Na Sisarga grande: A Cangrexeira, punta Falsa de Vendaval, Bolas do Flaire, desde a Parede da Serena ata punta Falsa (Furna D’area, punta do Rabelo, Submarino, Punta do Canzorro, Maixón de Jorrillas, Magnánimo, Puntas da Magío,) dende Casteletes ata o paso de Estadija,); (Na Malante (illa mediana): Maixóns Altos, a punta do Can,);","2019118"
"DPER","C.P. Muros","F","A pé;","PCB,","De punta Insua a punta Uhía,","55","De xaneiro a decembro,","Peirao de Muros, lonxa de Muros,","Punta Ínsua (MN-008), Punta Lens (MN-009), Montelouro (MN-010), Cabanas (MN-011),","2019119"
"DPER","C.P. Muxía","F","A pé; Embarcación;","PCB,","De punta Piaduiro (marxe esquerda da desembocadura do río Grande,) ata punta Nemiña, (marxe dereita da desembocadura do río Castro,) (incluíndo illas e illotes)","155","De xaneiro a decembro,","A pé: Zona A (saída da pista de Moreira,) Zona B (campo de Carlos,) Zona C (A Barca, Langosteira, explanada da cetaria de Merexo,); Embarcacións: rampla grande do porto de Muxía,;","-Zona A. (de praia de Nemiña a Punta Matemao) (CM-026),; -Zona B. de punta Matemao á praia de Arnela (CM-027), de praia de Arnela ata a praia de Lourido (CM-028),; -Zona C. A Barca (de praia de Lourido a puna Piaduiro): Subzona C1 (de praia de Lourido ata O Carreiro) (CM-029),; Subzona C2: (Chorente-1, Chorente-2,) (CM-030), (Merexo-1, Merexo-2,) (CM-031),;","2019120"
"DPER","C.P. O Barqueiro-Bares","F","Embarcación;","PCB,","De punta Villardeira a punta da Barra,","144","Xaneiro, de marzo a decembro,","Peirao do Barqueiro, Peirao de de Bares, Peirao do Ventoeiro,","Bares (CL-001), As Maedas (CL-002), As Atravesadas (CL-003), Porca Brava (CL-004), Campo Torto (CL-005), Xuxanido (CL-006), punta da Estaca (CL-007), Os Muíños (CL-008), baixos dos Muíños (CL-009), Marufa (Baixos da Marufa) (CL-010), Cabo de Bares (CL-011),","2019121"
"DPER","C.P. O Pindo","F","A pé;","PCB,","Da desembocadura do río Xallas á desembocadura do río Larada, pedras adxacentes,","40","De xaneiro a decembro,","Portiño de Quilmas, Insuela, punta Caldebarcos,","De punta Quilmas ata punta Caldebarcos (CM-259), Petón Turcos (CM-260), Salitres (Cm-261), punta Negros (CM-264), Petón Cajado (CM-263), (CM-265),; Lapia (CM-262), (CM-266),; Petón Fero (CM-267), pedras mariñas de Caldebarcos (CM-249),","2019122"
"DPER","C.P. Porto do Son","F","A pé; Embarcación;","PCB,","De río Sieira a punta Cabeiro, Illa Filgueira, illotes Os Bruyos, Leixoes, Pedra do Con,","152","De xaneiro a decembro,","Zona 1: furna de Laxe,; zona 2: furna de Laxe,; Zona 3: punta Castro,; Zona 4: punta Sagrada,; Zona 5: peirao pesqueiro de Porto do Son,; Zona 6: peirao pesqueiro de Porto do Son,;","-Zona 1. (de Río Sieira a Punta de Alto Lage) (MN-074),; -Zona 2. (de Punta de Alto Lage a Porcalleira) (MN-075),; -Zona 3. (de Porcalleira a Punta Magrío) (MN-076),; -Zona 4. (de Punta Magrío a Punta Sagrada) (MN-077),; -Zona 5. Illa Filgueira (MN-078),; -Zona 6. (Illotes Os Bruyos, Leixoes, Pedra do Con,) (MN-079),;","2019123"
"DPER","C.P. Ribeira","F","Embarcación;","PCB,","Lobeiras grandes e pequena, Pedras Carbancelos, As Pías de Castiñeiras, Illas e Illotes Laxas, Airós, Illote de Rúa, Illotes Corveiro, Guidoiro Pedregoso,","30","De xaneiro a decembro,","Embarcación de vixilancia da C.P. Ribeira, nas zonas de extracción, lonxa de Ribeira,","De punta Aguiúncho-Airó Grande ata punta Castro,: Lobeiras grandes e pequena (AR 361-I), (AR-362-II),; (Pedras Carbancelos, As Pías de Castiñeiras, Illas Laxas, Illotes Laxas, Airós, Illote de Rúa, Illotes Corveiro, Guidoiro Pedregoso,) (AR-356), (AR-357), (AR-358), (AR-359), (AR-360), (AR-362), (AR-363),;","2019124"
"DPER","C.P. A Guarda","F","A pé;","PCB,","De punta Orelludas a punta dos Picos,","140","De xaneiro a decembro,","Zona A: Capela de San Sebastián, Horizonte (en caso de mal tempo) e lonxa da Guarda,; Zona B: Horizonte, lonxa da Guarda,; zona C: Horizonte, lonxa da Guarda,;","-Zona A. (VI-125),: A1. (Dende punta Orelludas ata Forxas) (VI-122),; A2. (Dende A Redonda ata Porto Vilar) (VI-123),; A3. (Dende as Xilias ata Os Saltiños) (VI-124),; A4. (Dende Molla Cú ata Pedra do forno) (VI-203),; -Zona  B. (VI 126): B1. (Todo excepto Puntal dos trigos, Travesas, Laxe de Ladas) (VI-438),;  B2. (Puntal dos trigos, Travesas, Laxe de Ladas) (VI-439),;-Zona C. (VI 127): C1. (Puntal Sarrido) (VI-204),; C2. (Dende as Leiriñas ata os Caldeiros) (VI-205),; C3. (Dende os Caldeiros ata punta dos Picos) (VI-206),;","2019125"
"DPER","C.P. A Guarda","F","Embarcación;","PCB,","De punta Orelludas a punta dos Picos,","100","De xaneiro a decembro,","Peirao de Oia, peirao de A Guarda, (zonas A, zona B,); Peirao do porto da Guarda: (zona A, zona B, zona C, zona D,);","-Zona A. (De Punta Orelludas a Pedra do Forno) (VI-117),; -Zona B (De Pedra do Forno a Punta Pescadoira) (VI-118),; -Zona C (De Puntal Sarrido a contradique porto da Guarda) (VI-119),; -Zona D (De Baloeiro a Punta dos Picos) (VI-120),;","2019126"
"DPER","C.P. Aldán-O Hio","F","A pé;","PCB,","De punta Couso a punta Morcegos, cara ao interior da ría de Aldán,","25","De xaneiro a decembro,","Lonxa de Aldán, punta Couso, Lagoelas,","De punta Couso a punta Pinténs, De punta Morcegos ao peirao de Aldán, Laxe do Aire (PO-165), Punta Couso (PO-164),","2019127"
"DPER","C.P. Baiona","F","A pé;","PCB,","Zonas a pé de punta Orelludas a Punta do Boi,","150","De xaneiro a decembro,","Lonxa de Baiona, Salgueira, porto do Castro, Pedra Rubia,","-Zona I. (Zonas accesibles a pé na máxima baixamar escorada dende punta do Boi ata embarcadoiro de A Carral, incluíndo as Xangadas e os Petóns da Bombardeira) (VI-110-I),; -Zona II. (Zonas accesibles a pé na máxima baixamar escorada dende embarcadoiro da Carral ata porto do Castro. Zonas accesibles a pé na máxima baixamar escorada dende punta Cajareta ata o porto da Candea) (VI-110-II),; -Zona III. (Zonas accesibles a pé na máxima baixamar escorada dende escaleiras da praia de Barcelos ata punta Orelludas) (VI-110-III),;","2019128"
"DPER","C.P. Baiona","F","Embarcación;","PCB,","Zonas a flote de punta Orelludas a Monteferro, (punta Lameda,) incluído Lourido,","150","De xaneiro a decembro,","Embarcación da confraría, lonxa de Baiona,","-Zona I. (Dende punta Lameda ata o embarcadoiro de Carral,) (),:  Monteferro-Estelas-Serralleiras: O Baixo Alto, A Laxe, O Baixo de Sudoeste, A Meda de Fóra, A Herbeira, As Herbeiras do Sur, Illas Estelas, Serralleiras, (incluídos Longueirón, Carallóns e todas as pedras que lindan con estas illas); Dende punta do Boi ata o embarcadoiro da Carral,: Rapacarallos, A Bombardeira, O Redondo, O Monete, Os Mouróns-Os Petóns de Fornos, O Lobo, O Lobiño, A do Reloj, A Cagada, A Hucha, A Polbeira, Atravesada, O Cunichán, A Parexa do Norte,; -Zona II. (Dende o embarcadoiro da Carral ata o porto da Candea,): Parexa do Sur, A do Rego, As Pulgas, As Negras, As Maulas, Os Cunchales do Norte, O Cunchal de Fóra, Baixo da Talló, Baixo fóra dos Canabales, Baixos de Pedra Alta, A Pedra do Bolo, As Nais de Fóra, As Nais do Medio, O Baixo da Laxe do Pan, Laxón do Canairo, Os Manusoados,; -Zona III. (Dende o porto da Candea ata punta Orelludas,):  Gemelas do Norte, Gemelas do Sur (Cabezos do Lameiro), Laxóns da Fame, A de Tomi, Os Atravesados, Serrón da Rubia, O Cobaso, A Ballena, O Cobaso de Fóra, O Cobaso do Medio, O Cobaso de Terra, Can Cagado, Baixos de Can Cagado, Laxón de Can Cagado, Laxe da Burra no Norte, Laxe da Burra do Medio, Canaliña da Parrumeira, Outeiro dos Areais, Os Vidros, Outeiros do Rosaleiro, Petóns das Orelludas, Orelluda do Norte,;","2019129"
"DPER","C.P. Baiona","F","A pé; Embarcación;","PCB,","Entre Monteferro e escaleiras da praia de Barcelos,","A pé: 25; Embarcación: 50;","De xaneiro a decembro,","Zona I: Salgueira,; zona II: porto do Castro,; zona III: Pedra Rubia, zonas de extracción,","-Zona I. (Monteferro e Lourido) (VI-110-I),; -Zona II. (Dende porto do Castro ata punta Cajareta) (VI-110-II),; -Zona III. (Dende porto da Candea ata as escaleiras da praia de Barcelos) (VI-110-III),;","2019130"
"DPER","C.P. Bueu","F","Embarcación;","PCB,","De punta Lapamán a punta Morcegos,; Illa Ons, illa de Onza,;","160","De xaneiro a decembro,","Area 1-N Xubenco norte: (cova da Vella e arredor do Centolo, (segundo vento/mar)); Area 2 Fedorentos: (enseada de Fedorentos, Cova do Inferno, punta Freitoxa, enseada de Caniveliñas,); Area 3 Onza: (praia sur de Onza, praia norte de Onza, zona oeste de Onza, zona leste de Onza,); Area 4-N Liñeiros norte: (Estripeiral, Lapeiras,); Area 4-C Liñeiros centro: (Lapeiras, Con Grande,); Area 4-S Liñeiros sur: (A Regata,); Area 5 leste de Ons: (Fedorentos, praia, Conlio, peirao de Ons, paria de Melide,); Area 6 Udra: (praia de Lagos, Udra-Ancoradoiro, Udra-Mourisca, Robaleira,);","-Área 1. Xubenco (de Punta Centolo ata O Altar,): Area 1-N. Xubenco-Norte: (do Illote do Centolo á Cuberta do barco,) (PO-179),; Area 1-S. Xubenco-Sur: (de Cuberta do barco ata O Altar,) (PO-178),; -Área 2. Fedorentos (do centro da praia de Fedorentos ata o Rego de Fonte Caniveliñas,) (PO-168),; -Área 3. Onza (todo o litoral da Illa de Onza,): Área 3-E. Onza leste: (dende a Praia das Moscas ata a Praia da Porta do Sol polo lado leste da illa,) (PO-181),; Área 3-W. Onza oeste: (dende a Praia das Moscas ata a Praia da Porta do Sol polo lado oeste da illa,) (PO-180),; -Área 4. Liñeiros (dende O Altar ata Fonte Caniveliñas,): Área 4-N. Liñeiros-Norte: (do Altar ao Rego Lapeiras) (PO-182),; Área 4-C. Liñeiros-Centro: (do Rego Lapeiras á praia de Liñeiros) (PO-183),; Área 4-S. Liñeiros-Sur: (da praia de Liñeiros á Fonte de Caniveliñas) (PO-184),; -Área 5. Leste de Ons: (do centro da praia de Fedorentos ata o Illote do Centolo (cara leste das Illas Ons)) (PO-188), (PO-189), (PO-190),; -Área 6. Udra: (dende punta Lapamán ata Punta Morcegos) (PO-185), (PO-187), (PO-186),;","2019131"
