tipoCode,entidad,conxunto,modalidade,especiesPlan,zonaTraballo,diasMax,epocaTraballo,puntosControl,BMSigremar,id_plan_explotacion
BESP,C.P. Redondela,F,A pé;,"CTS, CTG, CLJ, VNA, COC, PEE, DSX, RAE,","Bancos intermareais desde a Caseta do Ceboleiro ata a praia de Arealonga, (incluída)",160,"De xaneiro a decembro,","Sobreiro, O Regato, Punta do Cabo, praia de Cesantes, lonxa de Cesantes, A Portela, Portocedeira, Rande, Arealonga,"," *BANCOS PRINCIPAIS: GAL 11/05 ( -Portocedeira (VI-131),; -A Portela: ( A Portela I (VI-132), (da IME cara ao mar) A Portela II (VI-133), (da IME cara a terra) A Rebouza (VI-453),; -A Barra (VI-134),: (A Telleira, Peirao (ou varadoiro) (VI-134-I), Das pedras Redondas caro o mar e cara as escolleras (VI-134-II), Das pedras debaixo da de Culo cara o mar e cara as escolleras (VI-134-II), Entrerríos (VI-134-III),); -Cesantes: dende a lonxa ata a rampla de Loureiro (metade do banco) (VI-166), dende a rampla de Loureiro ata o antigo porto deportivo (que separaba este banco do de A Punta do Cabo) (VI-135),; -A Punta do Cabo (VI-136), (antigo porto deportivo - caseta de A Virxe);); *BANCOS SECUNDARIOS ( GAL 11/05 ( -O Regato (VI-163), -Rande (sur) (VI-165), -Illa de San Simón (VI-173), -Soutoxusto (VI-137), -Sobreiro (VI-164), -Cobreiro (VI-185),); GAL 11/04 ( -Arealonga (VI-161), -Cabanas (VI-162),;);",2018090
BESP,C.P. Vigo,F,A pé;,"CTG, CTS, CLJ, VNA, COC, ULO, LPZ, PEE,","Bancos intermareais entre o puntal da Serra e praia de Arealonga, (excluída)","150; LPZ, PEE,: 40;","Moluscos e caramuxo: xaneiro a decembro, cunha veda de dous meses consecutivos entre marzo e xuño con rotación de bancos; Gasterópodos: xaneiro, de abril a decembro, cunha veda nos meses de outubro e novembro,","Toralla, Areiña (A Guía), Bouzas, lonxa de Vigo, lonxa de Canido,","Moluscos bivalvos (GAL 11/04): Areiña (VI-139), Serral (VI-064),  Canido (VI-178), Toralla (VI-065), Bouzas (VI-066), Etea (VI-183), Vulcano (VI-184), Sobreira (VI-028), O Mende (VI-141),; Moluscos gasterópodos: illa de Toralla (VI-554), cabo Estai-1 (VI-555-I), cabo Estai-2 (VI-555-II),;",2018091
BESP,C.P. Vilaboa,F,A pé;,"CTS, CTG, CLJ, COC,","Bancos intermareais dende punta Travesada ata Punta Cabalo,",145,"De xaneiro a decembro,","Punta Cabalo, Lonxa de Santa Cristina, Claudio, Ostral, San Adrián, punta de San Adrián, punta de Travesada,"," 1. Calera (dende punta Travesada ata punta Santo Adrán) (VI-144),; 2. San Adrián (Dende punta Santo Adrián ata o río de Río Maior): Santo Adrián (VI-200), punta Santo Adrián (VI-201),; 3. Rio Maior (dende o río de Río Maior ata o peirao de Santa Cristina): Río Maior (VI-238), e parques (zonas acotadas adicadas ao semicultivo e explotación); 4. Deilán (dende o peirao de Santa Cristina ata punta Pereiró): Deilán (VI-140), Pedra da Oliveira (VI-561),; 5. Cabalo (dende punta Pereiró ata punta Cabalo): Cabalo a pé (VI-150),; (LIC- Enseada de San Simón)",2018092
BESP,C.P. Vilanova,F,Embarcación;,"CTG, CTS, CLJ, VNA, VNR, COC, VEV, DSX,","Dique do Terrón, boia columna eléctrica, columna ponte, boia Lañeiras de Fóra, espicho rego do Alcalde, (zona de produción: praia Nova, As Carballas, As Negrenlas,)",130,"Xaneiro, De abril a setembro, decembro,","Embarcación de vixilancia no Lombo das Carballas, A Negrenla,","As Carballas (AR-001), As Negrenlas (AR-008), Praia Nova (AR-289),",2018093
BESP,C.P. Vilaxoán,F,Embarcación;,"CTG, CTS, CLJ, VNA, COC, DSX,","Zona sublitoral entre a liña que une o regato Aduana ao illote Gorma e punta Borreiros, de punta Borreiros ao peirao de Vilaxoán, de punta Castelete á punta Ferrazo,",160,"De xaneiro a decembro,","Embarcación nas escaleiras fronte á fachada principal da lonxa de Vilaxoán,","Corón (AR-029), Borreiros (AR-028), Rial (AR-030), Saíñas (AR-031), Preguntoiro (AR-032), Canelas (AR-033),",2018094
DPER,A.M. San Cosme de Barreiros-Foz,F,A pé;,"PCB,","De punta Promontorio a punta Nois,",25,"Marzo, xuño, xullo, agosto, decembro,","Saída de punta Promontorio, praia de Rapadoira,","De punta Promontoiro a punta Nois,",2018095
DPER,C.P. Burela,F,Embarcación;,"PCB,","Ambito territorial da C.P. Burela: de punta Rueta a punta Nois,",40,"De maio a setembro,","Aparcamento de cabo Burela, aparcamento da praia de Ril, aparcamento da praia de Marosa, punta do Castro,",De punta Rueta (CL-131) a punta Nois (CL-135);,2018096
DPER,C.P. Celeiro,F,Embarcación;,"PCB,","Da ermida de San Tirso a punta Cabalo, incluíndo os illotes Os Netos, e illa Gabeira,",70,"Abril, de xuño a setembro, decembro,","Lonxa de Celeiro, peirao de Portocelo,","1) De Ermita de San Tirso a Praia Reboeira (CL-127),; 2) De Praia Reboeira a Praia de Esteiro e Os Netos (CL-128),; 3) De Praia de Esteiro a Punta do Cabalo e Illa Gabeira (CL-129),;",2018097
DPER,C.P. O Vicedo,F,Embarcación;,"PCB,","Desde a marxe esquera do río Escourido á marxe dereita do río Sor, illa Coelleira,",80,"De abril a setembro, decembro,","Lonxa do Vicedo,","Sor (CL-124), (CL-125),: (Zona 1 Punta Embarcadoiro a punta Congreira, Zona 2. Extremo norte praia da Abrela a punta Embarcadoiro, Zona 3 Illa Coelleira e As Laxes,);",2018098
DPER,C.P. Ribadeo,F,A pé;,"PCB,","De punta Promontoiro ás Carallas,",80,"De marzo a outubro, decembro,","Punta Corbeira, A Insua, Os Galliños, O Cerredo,","Zona 1 de punta Promontoiro ata punta Corbeira (CL-137),; Zona 2 de punta Corbeira ata As Carrallas (agás as zonas 3 e 4) (CL-138),; Zona 3 de punta Placeos ata Barbeitos, Illa Pancha, Can do Faro, Insua, Martiñas, A Tabla, Mourón e Corbeira (CL-139),; Zona 4 dende o porto de Rinlo ata punta Placeos (CL-140),;'",2018099
DPER,C.P. San Cibrao,F,A pé; Embarcación;,"PCB,","De ermida San Tirso a punta Rueta, (incluíndo as Illas de Cal, Ansarón, Farallóns,)",90,"De febreiro a abril, xuño a decembro","Portos de Morás, Portocelo, local da antiga lonxa de San Cibrao,","Zona 1: de Ermita de San Tirso a Cabo Morás,; Zona 2: de Cabo Morá a Punta Rueta,; Zona 3: Illa de Cal,; Zona 4: Illa de Ansarón,; Zona 5: Illas dos Farallóns,;",2018100
DPER,"C.P. A Coruña, C.P. Mera, C.P. Lorbé, C.P. Sada, C.P. Ares, (plan conxunto)",T,A pé; Embarcación;,"PCB,","Ambito territorial da C.P. A Coruña, Ambito territorial da C.P. Mera, Ambito territorial da C.P. Lorbé, Ambito territorial da C.P. Sada, Ambito territorial da C.P. Ares,",144,"De xaneiro a decembro,","Casa dos Peixes, dársena de Oza, Porto de Suevos,","Zona A) Suevos (da praia de Sabón ata praia de Bens,) (CF-023),; Zona B) Portiño (da praia de Bens ata punta Liseiro) (CF-024),; Zona C) Torre (de punta Liseiro ata dique de abrigo) (CF-025),; Zona D) Mera (da praia de Bastiagueiro ata porto de Sada) (CF-026),; Zona E) Ares (do porto de Ares ata punta Segaño) (CF-027),;",2018101
DPER,C.P. Aguiño,F,A pé; Embarcación;,"PCB,","Dende punta Castro ata a desembocadura do río Sieira, illas e illotes adxacentes,",180,"De xaneiro a decembro,","Lanchas de vixilancia, zonas de traballo, peirao de Aguiño, peirao de Couso, faro de Corrubedo, Balieiros, Furnas,","Zona norte (de punta Falcoeiro ata río Sieira): -zona 2 (de punta Falcoeiro a punta Corrubedo,), -zona 3 (de punta Corrubedo ata río Sieira, incluíndo os baixos das Basoñas,),; Zona sur (Sálvora,): (dende O Carreiro a punta Falcoeiro, illas de Sálvora, Sagres, Vionta, Noro, Gaboteira, Herbosa, illotes que a rodean,),;",2018102
DPER,C.P. Caión,F,A pé; Embarcación;,"PCB,","De punta Alba a Pedra do Sal,",160,"De xaneiro a decembro,","Lonxa de Caión, A Cercada, campo de futbol, A Guieira,","A (Dende Pedra do Sal a Praia Salseiras,): -Subzona A1 (de Pedra do Sal ata Portiño Leira,) (CF-036-I), -Subzona A2 (de Portiño de Leira ata Praia Salseiras,) (CF-036-II),; B (Entre Praia Salseiras e Porto de Zorrizo,): -Subzona B1 (de praia Salseiras a porto de Caión,) (CF-037-I), -Subzona B2 (de porto de Caión a porto de Zorrizo,) (CF-037-II),; C (Entre Porto de Zorrizo e Punta Alba,) (CF-039),;",2018103
DPER,C.P. Camariñas,F,Embarcación;,"PCB,","De punta Gallada a punta Villueira,",160,"De xaneiro a decembro,","Arnela, lonxa de Camariñas,","De punta Gallada ata punta Villueira (CM-096),",2018104
DPER,C.P. Camelle,F,Embarcación;,"PCB,","De punta Morelo a punta Gallada, incluíndo illas e illotes fronte á costa",150,"De xaneiro a decembro,","Porto de Ríos, Cemiterio dos Ingleses, canle de Cabanas, porto da Lagoa, praia de Lobeiras, porto de Camelle, porto de Arnado,","Zona A: de punta Gallada a sur da praia de Trece (CM-117),; Zona B: de sur da praia de Trece a canle de Cabanas (CM-118),; Zona C: de canle de Cabanas a peirao de Camelle, (CM-119),; Zona D: de peirao de Camelle a punta Morelo (CM-120),;",2018105
DPER,C.P. Cariño,F,Embarcación;,"PCB,","De Pedra Barcelona ata a desembocadura do río Mera,",132,"De xaneiro a decembro,","Lonxa de Cariño,","Zona A (de punta do Cabo a desembocadura do río Mera,) (CL-068), (CL-069),; Zona B (de punta do Cabo a punta do Limo,) (CL-070),; Zona C (de punta do Limo a Pedra Barcelona,) (CL-071),; Zona D (Aguillóns de cabo Ortegal,) (CL-055), (CL-056), (CL-057), (CL-058), (CL-059),;",2018106
DPER,C.P. Cedeira,F,Embarcación;,"PCB,","Do faro da punta da Frouxeira ata Pedra Barcelona,",198,"De xaneiro a decembro,","Lonxa de Cedeira,","(CL-187), (CL-189), (CL-190), (CL-191), (CL-192), (CL-193), (CL-194), (CL-195), (CL-196), (CL-197), (CL-198), (CL-199), (CL-200), (CL-201), (CL-202), (CL-203), (CL-204), (CL-205), (CL-206), (CL-207), (CL-208), (CL-209), (CL-210),;",2018107
DPER,C.P. Corme,F,A pé; Embarcación;,"PCB,","Da enseada do río Anllóns á punta Nariga,",160,"De xaneiro a decembro,","Zona A: praia da Ermida, praia de Balarés, camiño do Canteiro,; zona B: merendeiro, cruzamento da Atalaia,; zona C: merendeiro, aldea do Roncudo, mirador do Roncudo,; zona D: aldea do Roncudo, os Eolos, a Fontenla; zona E: praia da Barda, Santa Mariña, a Fontenla, punta Nariga,; porto de Corme, praia de Barda para as embarcacións,;","Zona A) Canteiro: (da Enseada do Anllóns ao porto de Corme,) (CM-102),; Zona B) Roncudo: (do porto de Corme ao Carreiro da Balea,) (CM-103), e pedras cercadas; Zona C) Gabriela: (de Carreiro da Balea a Zorrateira,) (CM-104), e pedras cercadas; Zona D) Percebellosa: (de Zorrateira a Enseada de Grixoa,) (CM-105) e pedras cercadas; Zona E) Rosas: (de Enseada de Grixoa a Punta Nariga,) (CM-106), e pedras cercadas;",2018108
DPER,C.P. Espasante,F,Embarcación;,"PCB,","De illa San Vicente ata punta Billardeira,",172,"De xaneiro a abril, de xuño a decembro,","Peirao de Espasante, O Tallo, Cadaval, Furnas,","Dende Illa de San Vicente ata punta Billardeira, (CL-044), (Zonas de Ladrido, Espasante, Céltigos, Loiba e Picón);",2018109
DPER,C.P. Ferrol,F,A pé; Embarcación;,"PCB,","De faro de punta Frouxeira ata a Faisca,",173,"De xaneiro a decembro,","Lonxa de Ferrol,","(CF-115), (CF-116), (CF-117), (CF-119), (CF-120), (CF-121), (CF-123), (CF-312), (CF-313), (CF-314),;",2018110
DPER,C.P. Fisterra,F,A pé; Embarcación;,"PCB,","Da praia de Nemiña ata cabo Fisterra, illas Lobeiras, Carrumeiros,","A pé: 160,; Embarcación: 180,;","De xaneiro a decembro,","A pé: Zona A: cabo Fisterra, zona B: alto da Nave, zona C: praia da Arnela,; Embarcación: pantalán do peirao de Fisterra,;","Zona A: (de Cabo Fisterra a Praia de Mar de Fóra, Centolo e illotes adxacentes) (CM-084),; Zona B: (De Praia de Mar de Fóra a Punta Longa,) (CM-085),; Zona C: (De Punta Longa a Praia de Nemiña,) (CM-086),; Zona D: (Illas Lobeiras, Carromeiros,) (CM-087), (CM-088), (CM-089), (CM-090), (CM-091),;",2018111
DPER,C.P. Laxe,F,A pé; Embarcación;,"PCB,","De punta Morelo a punta Padrón,",110,"De xaneiro a outubro, decembro,","Zona de extracción, lonxa de Laxe,","Zona A: dende praia de Laxe a punta Padrón (CM-108), e pedras cercadas; Zona B: dende praia de Laxe a punta Morelo (CM-109), e pedras cercadas,;",2018112
DPER,C.P. Lira,F,A pé;,"PCB,","De punta Insua ata a desembocadura do río Larada,",42,"De xaneiro a decembro,","Lonxa de Lira,","Zona B) de Maceiras (S da praia de Carnota) á esquina do campo de fútbol, (CM-022),; Zona C) da esquina do campo de fútbol a O Curro, (CM-023),; Zona D) de O Curro ata punta Raposeiros (Lombo da Campa), (CM-024), Dende Raposeiros ata punta Insua, (CM-025),;",2018113
DPER,C.P. Lira,F,Embarcación;,"PCB,","De punta Insua ata a desembocadura do río Larada,",82,"De xaneiro a decembro,","Lonxa de Lira,","Zona E (Miñarzos, Seixo, Liboreiro, Petón de Cabalar, Pedra de Ardeleiro, punta de Prouso Rubio, Laxiñas da Illa, As Roncadoras, Seixiño da Cruz,) (CM-007), (CM-008), (CM-009), (CM-010), (CM-013), (CM-250), (CM-251), (CM-252), (CM-253),; Zona F (Coca, Corveiro, Corniños, Pedra Pas, Laxa Mar de Lira, A Marsiosa, Mexilloeira, Illa dos Carreiros, As Laxiñas) (CM-014), (CM-015), (CM-016), (CM-017), (CM-018), (CM-019), (CM-020), (CM-021), (CM-254),; Zona G (Forcados, Petóns dos Forcados, Illa de Anguieiro,) (de CM-004), (CM-005), (CM-006),; A Insua (CM-011), Ucha da Arca (CM-012),;",2018114
DPER,C.P. Malpica,F,A pé; Embarcación;,"PCB,","De punta Nariga a Pedra do Sal, incluíndo illas Sisargas, baixos de Baldaio, illas e illotes fronte á costa en tres millas,",165,"Xaneiro a abril, de xuño a decembro.,","Lancha de vixilancia, porto de Barizo, lonxa de Malpica,","Zona 1 (de punta Nariga á praia do porto de Barizo, e pedras cercadas fronte á costa), (CM-245),; Zona 2 (de praia do porto de Barizo ata a Atalaia, e pedras cercadas fronte a costa), (CM-246), (do dique de abrigo do porto de Malpica a Pedra do Sal, a pedras cercadas fronte a costa), (CM-247),; Zona 3 Illas Sisargas (CM-248),;",2018115
DPER,C.P. Muros,F,A pé;,"PCB,","De punta Insua a punta Uhía,",80,"De xaneiro a decembro,","Peirao de Muros,","Punta Ínsua (MN-008), Punta Lens (MN-009), Montelouro (MN-010), Cabanas (MN-011),",2018116
DPER,C.P. Muxía,F,A pé; Embarcación;,"PCB,","De punta Piaduiro (marxe esquerda da desembocadura do río Grande) ata punta Nemiña (marxe dereita da desembocadura do río Castro), incluíndo illas e illotes;",155,"De xaneiro a decembro,","A pé: Zona A: saída da pista de Moreira, Zona B: campo de Carlos, Zona C: campo de Boiburón, A Barca, explanada da cetaria de Merexo,; Embarcacións: rampla do peirao de Muxía,;","Zona A: de praia de Nemiña a Punta Matemao (CM-026),; Zona B: de punta Matemao á praia de Arnela (CM-027), de praia de Arnela ata a praia de Lourido (CM-028),; Zona C (A Barca): de praia de Lourido a puna Piaduiro, - Subzona C1 (de praia de Lourido ata O Carreiro) (CM-029), -Subzona C2 (Chorente-1, Chorente-2) (CM-030), (Merexo-1, Merexo-2,) (CM-031),;",2018117
DPER,C.P. O Barqueiro-Bares,F,Embarcación;,"PCB,","De punta Villardeira a punta da Barra,",144,"Xaneiro, de marzo a decembro,","Peirao do Barqueiro, Peirao de Bares, o Ventoeiro,","Bares (CL-001), As Maedas (CL-002), As Atravesadas (CL-003), Porca Brava (CL-004), Campo Torto (CL-005), Xuxanido (CL-006), punta da Estaca (CL-007), Os Muíños (CL-008), baixos dos Muíños (CL-009), Marufa (Baixos da Marufa) (CL-010), Cabo de Bares (CL-011),;",2018118
DPER,C.P. O Pindo,F,A pé;,"PCB,","Da desembocadura do río Xallas á desembocadura do río Larada, e pedras adxacentes;",42,"De xaneiro a decembro,","Portiño de Quilmas, Insuela, punta Caldebarcos,","De punta Quilmas ata punta Caldebarcos (CM-042), incluíndo as pedras da costa (Pituiño, Turcos, Salitres, pedra de Meda, illote Pescos, punta Negros, Petón Cajado, Lapia, Petón Fero, pedras mariñas de Caldebarcos) (CM-249), (CM-259), (CM-267), (CM-266), (CM-265), (CM-264), (CM-263), (CM-262), (CM-261),;",2018119
DPER,C.P. Porto do Son,F,A pé; Embarcación;,"PCB,","De río Sieira a punta Cabeiro, Illa Filgueira, illotes Os Bruios, Leixoes, Pedra do Con,",152,"De xaneiro a decembro,","Zona 1: furna de Laxe,; Zona 2: furna de Laxe,; Zona 3: punta Castro,; Zona 4 : punta Sagrada,; Zonas 5: peirao pesqueiro de Porto do Son,; Zona 6: peirao pesqueiro de Porto do Son,;","Zona 1 (de Río Sieira a Pta. de Alto Lage) (MN-074),; Zona 2 (de Punta de Alto Lage a Porcalleira) (MN-075),; Zona 3 (de Porcalleira a Punta Magrío) (MN-076),; Zona 4 (de Punta Magrío a Punta Sagrada) (MN-077),; Zona 5 Illa Filgueira (MN-078),; Zona 6 (Illotes Os Bruyos, Leixoes, Pedra do Con) (MN-079),;",2018120
DPER,C.P. Ribeira,F,Embarcación;,"PCB,","Illas e illotes Laxas, Illas e illotes Pías de Castiñeira, Airós, Rúa, Carabancelo, Xidoiro Pedregoso, Corbeiros, Lobeiras,",30,"De xaneiro a decembro,","Embarcación de vixilancia da C.P. Ribeira nas zonas de extracción, lonxa de Ribeira","illas e illotes Laxas, Pías de Castiñeira, Airós, Rúa, Carabancelo, Xidoiro Pedregoso, Corbeiros, Lobeiras, (CF-303), (CF-304), (CF-305), (CF-307), (CF-308-II), (CF-309), (CF-310),;",2018121
DPER,C.P. A Guarda,F,A pé;,"PCB,","De punta Orelludas a punta dos Picos,",140,"De xaneiro a decembro,","Zona A: Capela de San Sebastián, Horizonte (en caso de mal tempo), lonxa da Guarda,; Zona B: Horizonte, lonxa da Guarda,; zona C: Horizonte, lonxa da Guarda,;","A (VI-125),: A1 (Dende punta Orelludas ata Forxas) (VI-122), A2 (Dende A Redonda ata Porto Vilar) (VI-123), A3 (Dende as Xilias ata Os Saltiños) (VI-124), A4 (Dende Molla Cú ata Pedra do forno) (VI-203),; B (VI-126): B1 (Todo excepto Puntal dos trigos, Travesas, Laxe de Ladas) (VI-438), B2 (Puntal dos trigos, Travesas, Laxe de Ladas) (VI-439),; C (VI-127),: C1 (Puntal Sarrido) (VI-204), C2 (Dende as Leiriñas ata os Caldeiros) (VI-205), C3 (Dende os Caldeiros ata punta dos Picos) (VI-206),;",2018122
DPER,C.P. A Guarda,F,Embarcación;,"PCB,","De punta Orelludas a punta dos Picos,",100,"De xaneiro a decembro,","Peirao de Oia, peirao da Guarda, (zonas A, Zona B,); Peirao do porto da Guarda, (Zona A, Zona B, Zona C, Zona D,)","Zona A: De Punta Orelludas a Pedra do Forno (VI-117),; Zona B: De Pedra do Forno a Punta Pescadoira (VI-118),; Zona C: De Puntal Sarrido a contradique porto da Guarda (VI-119),; Zona D: De Baloeiro a Punta dos Picos (VI-120),;",2018123
DPER,C.P. Aldán-O Hio,F,A pé;,"PCB,","De punta Couso a punta Morcegos, (cara ao interior da ría de Aldán);",25,"De xaneiro a decembro,","Lonxa de Aldán, punta Couso, Lagoelas,","De punta Couso a punta Pinténs, De punta Morcegos ao peirao de Aldán, Laxe do Aire (PO-165), Punta Couso (PO-164),;",2018124
DPER,C.P. Baiona,F,A pé;,"PCB,","Zonas a pé de punta Orelludas a Punta do Boi,",150,"De xaneiro a decembro,","Zona I: Salgueira,; zona II: porto do Castro,; zona III: Pedra Rubia,;","Zona I: Zonas accesibles a pé na máxima baixamar escorada dende punta do Boi ata embarcadoiro de A Carral, incluíndo as Xangadas e os Petóns da Bombardeira; Zona II: Zonas accesibles a pé na máxima baixamar escorada dende embarcadoiro da Carral ata A Talló, Zonas accesibles a pé na máxima baixamar escorada dende punta Cajareta ata o porto da Candea,; Zona III: Zonas accesibles a pé na máxima baixamar escorada dende escaleiras da praia de Barcelos ata punta Orelludas,;",2018125
DPER,C.P. Baiona,F,Embarcación;,"PCB,","Zonas a flote de punta Orelludas a monte Ferro (punta Lameda) incluído Lourido,",150,"De xaneiro a decembro,","Embarcación da C.P. Baiona, lonxa de Baiona,","Zona I: Monteferro, Lourido, Illas Estelas, Illas Serralleiras, incluídos Longueirón, Carallóns as pedras que lindan con estas illas, (Zonas non accesibles a pé na máxima baixamar escorada dende punta do Boi ata o embarcadoiro da Carral,: Rapacarallos, A Bombardeira, O Redondo, O Monete, Os Mouróns-Os Petóns de Fornos, O Lobo, O Lobiño, A do Reloj, A Cagada, A Hucha, A Polbeira, Atravesada, O Cunichán, A Parexa do Norte,),; Zona II: Dende Talló ata punta Cajareta, (Zonas non accesibles a pé na máxima baixamar escorada dende embarcadoiro de A Carral ata A Talló: Parexa do Sur, A do Rego, As Pulgas, As Negras, As Maulas, Os Cunchales do Norte,), (Zonas non accesibles a pé na máxima baixamar escorada dende punta Cajareta ata o porto da Candea: As Nais de Fóra, As Nais do Medio, O Baixo da Laxe do Pan, Laxón do Canairo, Os Manusoados,),; Zona III: Dende o porto da Candea ata as escaleiras da praia de Barcelos, (Zonas non accesibles a pé na máxima baixamar escorada dende as escaleiras da praia de Barcelos ata punta Orelludas: Can Cagado, Baixos de Can Cagado, Laxón de Can Cagado, Laxe da Burra no Norte, Laxe da Burra do Medio, Canaliña da Parrumeira, Outeiro dos Areais, Os Vidros, Outeiros do Rosaleiro, Petóns das Orelludas, Orelluda do Norte,),;",2018126
DPER,C.P. Bueu,F,Embarcación;,"PCB,","De punta Lapamán a punta Morcegos, Illas Ons, Onza,",160,"De xaneiro a decembro,","Área 1-N (Xubenco norte): cova da Vella, arredor do Centolo (segundo vento/mar),; Área 1-S (Xubenco sur): enseada Bastián de Val,; Area 2 (Fedorentos): enseadas de Fedorentos, Cova do Inferno, punta Freitoxa enseada de Caniveliñas,; Area 3 (Onza): praia sur de Onza, praia norte de Onza, zona oeste de Onza, zona leste de Onza,; Area 4-N (Liñeiros norte): abrigo do Estripeiral, saída do intermareal ou arriba no cruzamento dos camiños,; Area 4-C (Liñeiros centro): ao abrigo do Estripeiral, ao abrigo de Liñeiros, á saída do intermareal ou arriba no cruzamento dos camiños,; Área 4-S (Liñeiros sur): enseada de Caniveliñas, á saída do intermareal ou arriba no cruzamento dos camiños,; Área 5 (leste de Ons): peirao de Ons,; Área 6 (Udra): praia de Lagos, Udra-Ancoradoiro, Udra-Mourisca,;","Área 1 Xubenco (de Punta Centolo ata O Altar): Area 1-N (Xubenco-Norte): do Illote do Centolo á Cuberta do barco (PO-179), Area 1-S (Xubenco-Sur): de Cuberta do barco ata O Altar (PO-178),; Área 2 Fedorentos: do centro da praia de Fedorentos ata o Rego de Fonte Caniveliñas (PO-168),; Área 3 Onza (todo o litoral da Illa de Onza): Área 3-E (Onza leste): dende a Praia das Moscas ata a Praia da Porta do Sol polo lado leste da illa (PO-181), Área 3-W (Onza oeste): dende a Praia das Moscas ata a Praia da Porta do Sol polo lado oeste da illa. (PO-180),; Área 4 Liñeiros (dende O Altar ata Fonte Caniveliñas): Área 4-N (Liñeiros-Norte): do Altar ao Rego Lapeiras (PO-182), Área 4-C (Liñeiros-Centro): do Rego Lapeiras á praia de Liñeiros (PO-183), Área 4-S (Liñeiros-Sur): da praia de Liñeiros á Fonte de Caniveliñas (PO-184),; Área 5 Leste de Ons: do centro da praia de Fedorentos ata o Illote do Centolo (cara leste das Illas Ons) (PO-188), (PO-189), (PO-190),; Área 6 Udra: dende punta Lapamán ata Punta Morcegos  (PO-185), (PO-187), (PO-186),;",2018127
DPER,C.P. Cangas,F,Embarcación;,"PCB,","De punta Couso a punta Canaval, illas Cíes,",150,"De xaneiro a decembro,","Zona de traballo, lonxa de Cangas,","Area 1 Costa da Vela: dende costal de Barra ata punta Couso (VI−096),: -Subárea 1.1 Illas Osas, -Subárea 1.2 Pta. Couso a Pta. Paredón do Río, -Subárea 1.3 Pta. Paredón do Río ata Pinela de Cú de Lobo, -Subárea 1.4 Pinela de Cú de Lobo ata Cabo Home, -Subárea 1.5 Cabo Home ata río de Barra,; Area 2. Dende punta Muxierio, “Monolito”, ata a enseada das Herbas, na costa oeste da illa norte das illas Cíes (VI−097),: -Subárea 2.1 punta Escodelo ata a enseada das Herbas, -Subárea 2.2 punta Escódelo ata punta Muxeiro,; Area 3 Dende a enseada das Herbas ata ao peirao de Carracido (incluíndo Viños), na illa norte de Cíes, ademais de toda a illa sur das illas Cíes (VI−098),: -Subárea 3.1 Illote Boeiro (VI−099),; Area 4 Dende o Ballote do Mar ata o Corbeiro: tramos de rocha na banda norte da ría de Vigo,;  (1)LIC Costa da Vela (2)LIC Illas Cíes (3)ZEPA Illas Cíes;",2018128
DPER,C.P. O Grove,F,A pé; Embarcación;,"PCB,","De punta Area Grande a punta Faxilda,",80,"De xaneiro a decembro, (cunha veda no mes de setembro e do 15 de outubro ao 30 de novembro);","Zona de extracción, lonxa do Grove,","Zona 1 (De punta Area Grande a punta Aguieira): Con Negro (AR-265), O Carreiro (AR-266), Illa de Pombeiro (AR-267),; Zona 2 (De punta Aguieira a punta Espiño): Pedras Negras (AR-263), A Batería (AR-264),; Zona 3 (Punta Faxilda): Punta Faxilda (AR-260), Punta Corbeiro (AR-261), Illa da Capilla da Lanzada (AR-262),;",2018129
DPER,C.P. Vigo,F,A pé;,"PCB,","De puntal da Serra a punta Cubilló,",40,"De xaneiro a decembro,","Zona de traballo, lonxa de Canido, lonxa de Vigo,","Illa de Toralla (VI-556), Dende Punta Marosa ata Area das Canas (VI-557), Dende praia da Abra ata Puntal de Serra (VI-558),",2018130
FEQD,C.P. Celeiro,F,A pé;,"URM,","Desde a ermida de San Tirso a punta do Cabalo, agás a zona de Muiñelos,",10,"De xaneiro a abril, decembro,","Saídas dos bancos do Rego, Arnela,","(CL-127), (CL-128), (CL-129),",2018131
FEQD,"C.P. San Cibrao, C.P. Ribadeo, C.P. Burela, A.M. San Cosme de Barreiros-Foz, (plan conxunto)",T,A pé;,"URM,","Desde Ermita de San Tirso ata As Carrallas, agás as zonas seguintes: (a cetaria de San Cibrao, a zona de Calvella en Burela, a punta Promontoiro de San Cosme de Barreiros, Celeiros en Ribadeo, a zona interna entre a punta do dique norte do porto de Alcoa e o faro de San Cibrao,);",45,"De xaneiro a abril,","Ámbito territorial de C.P. Ribadeo: Punta Corbeira, Os Galliños,; Ámbito territorial de C.P. Foz: porto de Nois,; Ámbito territorial de C.P. San Cibrao: Porto de Morás, porto de San Cibrao,;","Dende a Ermita de San Tirso ata as Carallas, (agás as zonas seguintes: a cetaria de San Cibrao, a zona de Calvella en Burela, a punta Promontoiro de San Cosme de Barreiros, Celeiros en Ribadeo, a zona interna entre a punta do dique norte do porto de Alcoa, o faro de San Cibrao,);",2018132
FEQD,"C.P. A Coruña, C.P. Barallobre, (plan conxunto)",T,MSAS;,"URM,","De punta Langosteira a punta Segaño,",50,"De xaneiro a abril, decembro,","Lonxa de Mugardos, Lonxa de Barallobre, dársena de Oza,","Zona A (de Pta. Langosteira ao dique de Abrigo,) (CF-028),; Zona B (de Bastiagueiro ao peirao de Sada,) (CF-029),; Zona C (de Perbes a praia de Centroña,) (CF-030),; Zona D (de espigón de Ares a Punta Segaño,) (CF-031),;",2018133
